sample_id,best_cost,random,seed,encode_deterministic,encoded_z,alpha,pred_cost,mean_cost,true_mean_cost,important_dim,unit_coefficients
"cuda:[""3eda1939e30b947e921f5e1814346365"", [1, 56, 56, 128], [6, 6, 32, 128], [1, 56, 56, 32]]#s0::1490_([3eda1939e30b947e921f5e1814346365,[1,56,56,128],[6,6,32,128],[1,56,56,32]],cuda)::r467",true,,,,"[-0.931598961353302, -0.23219996690750122, -2.9839181900024414, -2.4162135124206543, 1.453643798828125, 0.7094780206680298, -0.7159176468849182, -0.5497588515281677, -0.25991034507751465, 0.23023241758346558, -0.18724128603935242, -0.9365917444229126, 1.4869494438171387, -0.9286701083183289, 2.3063156604766846, 2.366702079772949, 2.964155912399292, 1.548658847808838, -1.471698522567749, -0.32156142592430115, -1.877713918685913, -2.4646878242492676, -0.7327272891998291, -0.969409704208374, 0.6843181848526001, 0.9871984720230103, -1.8995784521102905, -0.2932155728340149, 1.8993732929229736, 0.2362165004014969, -2.4778316020965576, 0.2720893919467926, -0.3732977509498596, 1.5712597370147705, 0.7918888926506042, -0.35008490085601807, -2.8447980880737305, -1.3825632333755493, 0.7992528080940247, 1.557541012763977, 2.2916758060455322, 0.8286710977554321, 3.1834335327148438, 1.6921063661575317, 1.5935420989990234, 2.362891912460327, -0.28608453273773193, 1.512380599975586, 0.9770060777664185, 0.2012951374053955, 1.9098378419876099, -1.323228359222412, -0.9118680357933044, 0.29624372720718384, 0.6842742562294006, 1.292768955230713, 0.9500893354415894, -1.1617145538330078, 0.45239001512527466, -0.7914050817489624, 0.6273027062416077, 0.08711713552474976, -2.562706232070923, -1.0017085075378418]",[10.0],[18.111175537109375],9.5095895590916,,"43,42,15,39,17,40,38",true
"cuda:[""3eda1939e30b947e921f5e1814346365"", [1, 56, 56, 128], [6, 6, 32, 128], [1, 56, 56, 32]]#s0::1490_([3eda1939e30b947e921f5e1814346365,[1,56,56,128],[6,6,32,128],[1,56,56,32]],cuda)::r467",true,,,,"[-1.8205735683441162, -0.33507779240608215, -3.5804877281188965, -2.5540571212768555, 0.8405570387840271, -0.8281000852584839, -0.9947046637535095, -0.09790480136871338, 0.4012138247489929, -0.5232323408126831, -0.27593377232551575, -1.5409889221191406, 1.932973027229309, -2.1309409141540527, 2.3089816570281982, 2.4841504096984863, 2.5236759185791016, 1.5234512090682983, -1.7347688674926758, -0.20821702480316162, -1.2973405122756958, -3.4179487228393555, -0.5581550002098083, -0.6115632653236389, 0.9205122590065002, 0.8959478735923767, -3.2091116905212402, -0.5305399894714355, 1.7412856817245483, 0.7548980116844177, -1.9165970087051392, 0.13209086656570435, -0.5461106300354004, 1.1406267881393433, 1.3497116565704346, -0.5579061508178711, -1.614722728729248, -1.2735460996627808, 0.8891309499740601, 1.6689449548721313, 2.39772891998291, 0.8759667277336121, 3.0089757442474365, 1.9407700300216675, 1.7114273309707642, 2.3105340003967285, -1.0380648374557495, 1.998231053352356, 0.3667554259300232, -0.2904350161552429, 1.8078134059906006, -0.9731069803237915, -0.8024494051933289, -0.011836141347885132, 0.8039165735244751, 1.594192624092102, 1.0606614351272583, -1.47945237159729, 1.0972914695739746, -1.0714325904846191, 0.4482475817203522, 0.8855697512626648, -2.114061117172241, -0.8266035318374634]",[0.0],[11.059635162353516],10.6025771557415,10.513648669041254,"43,42,15,39",true
"cuda:[""3eda1939e30b947e921f5e1814346365"", [1, 56, 56, 128], [6, 6, 32, 128], [1, 56, 56, 32]]#s0::1490_([3eda1939e30b947e921f5e1814346365,[1,56,56,128],[6,6,32,128],[1,56,56,32]],cuda)::r467",true,,,,"[-1.8205735683441162, -0.33507779240608215, -3.5804877281188965, -2.5540571212768555, 0.8405570387840271, -0.8281000852584839, -0.9947046637535095, -0.09790480136871338, 0.4012138247489929, -0.5232323408126831, -0.27593377232551575, -1.5409889221191406, 1.932973027229309, -2.1309409141540527, 2.3089816570281982, 2.4841504096984863, 2.5236759185791016, 1.5234512090682983, -1.7347688674926758, -0.20821702480316162, -1.2973405122756958, -3.4179487228393555, -0.5581550002098083, -0.6115632653236389, 0.9205122590065002, 0.8959478735923767, -3.2091116905212402, -0.5305399894714355, 1.7412856817245483, 0.7548980116844177, -1.9165970087051392, 0.13209086656570435, -0.5461106300354004, 1.1406267881393433, 1.3497116565704346, -0.5579061508178711, -1.614722728729248, -1.2735460996627808, 0.8891309499740601, 1.6689449548721313, 2.39772891998291, 0.8759667277336121, 3.0089757442474365, 1.9407700300216675, 1.7114273309707642, 2.3105340003967285, -1.0380648374557495, 1.998231053352356, 0.3667554259300232, -0.2904350161552429, 1.8078134059906006, -0.9731069803237915, -0.8024494051933289, -0.011836141347885132, 0.8039165735244751, 1.594192624092102, 1.0606614351272583, -1.47945237159729, 1.0972914695739746, -1.0714325904846191, 0.4482475817203522, 0.8855697512626648, -2.114061117172241, -0.8266035318374634]",[1.0],[11.53494930267334],9.349217388743334,,"43,42,15,39",true
"cuda:[""3eda1939e30b947e921f5e1814346365"", [1, 56, 56, 128], [6, 6, 32, 128], [1, 56, 56, 32]]#s0::1490_([3eda1939e30b947e921f5e1814346365,[1,56,56,128],[6,6,32,128],[1,56,56,32]],cuda)::r467",true,,,,"[-1.8205735683441162, -0.33507779240608215, -3.5804877281188965, -2.5540571212768555, 0.8405570387840271, -0.8281000852584839, -0.9947046637535095, -0.09790480136871338, 0.4012138247489929, -0.5232323408126831, -0.27593377232551575, -1.5409889221191406, 1.932973027229309, -2.1309409141540527, 2.3089816570281982, 2.4841504096984863, 2.5236759185791016, 1.5234512090682983, -1.7347688674926758, -0.20821702480316162, -1.2973405122756958, -3.4179487228393555, -0.5581550002098083, -0.6115632653236389, 0.9205122590065002, 0.8959478735923767, -3.2091116905212402, -0.5305399894714355, 1.7412856817245483, 0.7548980116844177, -1.9165970087051392, 0.13209086656570435, -0.5461106300354004, 1.1406267881393433, 1.3497116565704346, -0.5579061508178711, -1.614722728729248, -1.2735460996627808, 0.8891309499740601, 1.6689449548721313, 2.39772891998291, 0.8759667277336121, 3.0089757442474365, 1.9407700300216675, 1.7114273309707642, 2.3105340003967285, -1.0380648374557495, 1.998231053352356, 0.3667554259300232, -0.2904350161552429, 1.8078134059906006, -0.9731069803237915, -0.8024494051933289, -0.011836141347885132, 0.8039165735244751, 1.594192624092102, 1.0606614351272583, -1.47945237159729, 1.0972914695739746, -1.0714325904846191, 0.4482475817203522, 0.8855697512626648, -2.114061117172241, -0.8266035318374634]",[2.0],[12.010263442993164],9.80366231366673,,"43,42,15,39",true
"cuda:[""3eda1939e30b947e921f5e1814346365"", [1, 56, 56, 128], [6, 6, 32, 128], [1, 56, 56, 32]]#s0::1490_([3eda1939e30b947e921f5e1814346365,[1,56,56,128],[6,6,32,128],[1,56,56,32]],cuda)::r467",true,,,,"[-1.8205735683441162, -0.33507779240608215, -3.5804877281188965, -2.5540571212768555, 0.8405570387840271, -0.8281000852584839, -0.9947046637535095, -0.09790480136871338, 0.4012138247489929, -0.5232323408126831, -0.27593377232551575, -1.5409889221191406, 1.932973027229309, -2.1309409141540527, 2.3089816570281982, 2.4841504096984863, 2.5236759185791016, 1.5234512090682983, -1.7347688674926758, -0.20821702480316162, -1.2973405122756958, -3.4179487228393555, -0.5581550002098083, -0.6115632653236389, 0.9205122590065002, 0.8959478735923767, -3.2091116905212402, -0.5305399894714355, 1.7412856817245483, 0.7548980116844177, -1.9165970087051392, 0.13209086656570435, -0.5461106300354004, 1.1406267881393433, 1.3497116565704346, -0.5579061508178711, -1.614722728729248, -1.2735460996627808, 0.8891309499740601, 1.6689449548721313, 2.39772891998291, 0.8759667277336121, 3.0089757442474365, 1.9407700300216675, 1.7114273309707642, 2.3105340003967285, -1.0380648374557495, 1.998231053352356, 0.3667554259300232, -0.2904350161552429, 1.8078134059906006, -0.9731069803237915, -0.8024494051933289, -0.011836141347885132, 0.8039165735244751, 1.594192624092102, 1.0606614351272583, -1.47945237159729, 1.0972914695739746, -1.0714325904846191, 0.4482475817203522, 0.8855697512626648, -2.114061117172241, -0.8266035318374634]","[3.0, 4.0, 5.0]","[12.485576629638672, 12.960890769958496, 13.43620491027832]",9.10699395694218,,"43,42,15,39",true
"cuda:[""3eda1939e30b947e921f5e1814346365"", [1, 56, 56, 128], [6, 6, 32, 128], [1, 56, 56, 32]]#s0::1490_([3eda1939e30b947e921f5e1814346365,[1,56,56,128],[6,6,32,128],[1,56,56,32]],cuda)::r467",true,,,,"[-1.8205735683441162, -0.33507779240608215, -3.5804877281188965, -2.5540571212768555, 0.8405570387840271, -0.8281000852584839, -0.9947046637535095, -0.09790480136871338, 0.4012138247489929, -0.5232323408126831, -0.27593377232551575, -1.5409889221191406, 1.932973027229309, -2.1309409141540527, 2.3089816570281982, 2.4841504096984863, 2.5236759185791016, 1.5234512090682983, -1.7347688674926758, -0.20821702480316162, -1.2973405122756958, -3.4179487228393555, -0.5581550002098083, -0.6115632653236389, 0.9205122590065002, 0.8959478735923767, -3.2091116905212402, -0.5305399894714355, 1.7412856817245483, 0.7548980116844177, -1.9165970087051392, 0.13209086656570435, -0.5461106300354004, 1.1406267881393433, 1.3497116565704346, -0.5579061508178711, -1.614722728729248, -1.2735460996627808, 0.8891309499740601, 1.6689449548721313, 2.39772891998291, 0.8759667277336121, 3.0089757442474365, 1.9407700300216675, 1.7114273309707642, 2.3105340003967285, -1.0380648374557495, 1.998231053352356, 0.3667554259300232, -0.2904350161552429, 1.8078134059906006, -0.9731069803237915, -0.8024494051933289, -0.011836141347885132, 0.8039165735244751, 1.594192624092102, 1.0606614351272583, -1.47945237159729, 1.0972914695739746, -1.0714325904846191, 0.4482475817203522, 0.8855697512626648, -2.114061117172241, -0.8266035318374634]",[6.0],[13.911519050598145],9.316468517079349,,"43,42,15,39",true
"cuda:[""3eda1939e30b947e921f5e1814346365"", [1, 56, 56, 128], [6, 6, 32, 128], [1, 56, 56, 32]]#s0::1490_([3eda1939e30b947e921f5e1814346365,[1,56,56,128],[6,6,32,128],[1,56,56,32]],cuda)::r467",true,,,,"[-1.8205735683441162, -0.33507779240608215, -3.5804877281188965, -2.5540571212768555, 0.8405570387840271, -0.8281000852584839, -0.9947046637535095, -0.09790480136871338, 0.4012138247489929, -0.5232323408126831, -0.27593377232551575, -1.5409889221191406, 1.932973027229309, -2.1309409141540527, 2.3089816570281982, 2.4841504096984863, 2.5236759185791016, 1.5234512090682983, -1.7347688674926758, -0.20821702480316162, -1.2973405122756958, -3.4179487228393555, -0.5581550002098083, -0.6115632653236389, 0.9205122590065002, 0.8959478735923767, -3.2091116905212402, -0.5305399894714355, 1.7412856817245483, 0.7548980116844177, -1.9165970087051392, 0.13209086656570435, -0.5461106300354004, 1.1406267881393433, 1.3497116565704346, -0.5579061508178711, -1.614722728729248, -1.2735460996627808, 0.8891309499740601, 1.6689449548721313, 2.39772891998291, 0.8759667277336121, 3.0089757442474365, 1.9407700300216675, 1.7114273309707642, 2.3105340003967285, -1.0380648374557495, 1.998231053352356, 0.3667554259300232, -0.2904350161552429, 1.8078134059906006, -0.9731069803237915, -0.8024494051933289, -0.011836141347885132, 0.8039165735244751, 1.594192624092102, 1.0606614351272583, -1.47945237159729, 1.0972914695739746, -1.0714325904846191, 0.4482475817203522, 0.8855697512626648, -2.114061117172241, -0.8266035318374634]",[7.0],[14.386833190917969],9.316474786809781,,"43,42,15,39",true
"cuda:[""3eda1939e30b947e921f5e1814346365"", [1, 56, 56, 128], [6, 6, 32, 128], [1, 56, 56, 32]]#s0::1490_([3eda1939e30b947e921f5e1814346365,[1,56,56,128],[6,6,32,128],[1,56,56,32]],cuda)::r467",true,,,,"[-1.8205735683441162, -0.33507779240608215, -3.5804877281188965, -2.5540571212768555, 0.8405570387840271, -0.8281000852584839, -0.9947046637535095, -0.09790480136871338, 0.4012138247489929, -0.5232323408126831, -0.27593377232551575, -1.5409889221191406, 1.932973027229309, -2.1309409141540527, 2.3089816570281982, 2.4841504096984863, 2.5236759185791016, 1.5234512090682983, -1.7347688674926758, -0.20821702480316162, -1.2973405122756958, -3.4179487228393555, -0.5581550002098083, -0.6115632653236389, 0.9205122590065002, 0.8959478735923767, -3.2091116905212402, -0.5305399894714355, 1.7412856817245483, 0.7548980116844177, -1.9165970087051392, 0.13209086656570435, -0.5461106300354004, 1.1406267881393433, 1.3497116565704346, -0.5579061508178711, -1.614722728729248, -1.2735460996627808, 0.8891309499740601, 1.6689449548721313, 2.39772891998291, 0.8759667277336121, 3.0089757442474365, 1.9407700300216675, 1.7114273309707642, 2.3105340003967285, -1.0380648374557495, 1.998231053352356, 0.3667554259300232, -0.2904350161552429, 1.8078134059906006, -0.9731069803237915, -0.8024494051933289, -0.011836141347885132, 0.8039165735244751, 1.594192624092102, 1.0606614351272583, -1.47945237159729, 1.0972914695739746, -1.0714325904846191, 0.4482475817203522, 0.8855697512626648, -2.114061117172241, -0.8266035318374634]",[8.0],[14.862146377563477],8.066192492329922,,"43,42,15,39",true
"cuda:[""3eda1939e30b947e921f5e1814346365"", [1, 56, 56, 128], [6, 6, 32, 128], [1, 56, 56, 32]]#s0::1490_([3eda1939e30b947e921f5e1814346365,[1,56,56,128],[6,6,32,128],[1,56,56,32]],cuda)::r467",true,,,,"[-1.8205735683441162, -0.33507779240608215, -3.5804877281188965, -2.5540571212768555, 0.8405570387840271, -0.8281000852584839, -0.9947046637535095, -0.09790480136871338, 0.4012138247489929, -0.5232323408126831, -0.27593377232551575, -1.5409889221191406, 1.932973027229309, -2.1309409141540527, 2.3089816570281982, 2.4841504096984863, 2.5236759185791016, 1.5234512090682983, -1.7347688674926758, -0.20821702480316162, -1.2973405122756958, -3.4179487228393555, -0.5581550002098083, -0.6115632653236389, 0.9205122590065002, 0.8959478735923767, -3.2091116905212402, -0.5305399894714355, 1.7412856817245483, 0.7548980116844177, -1.9165970087051392, 0.13209086656570435, -0.5461106300354004, 1.1406267881393433, 1.3497116565704346, -0.5579061508178711, -1.614722728729248, -1.2735460996627808, 0.8891309499740601, 1.6689449548721313, 2.39772891998291, 0.8759667277336121, 3.0089757442474365, 1.9407700300216675, 1.7114273309707642, 2.3105340003967285, -1.0380648374557495, 1.998231053352356, 0.3667554259300232, -0.2904350161552429, 1.8078134059906006, -0.9731069803237915, -0.8024494051933289, -0.011836141347885132, 0.8039165735244751, 1.594192624092102, 1.0606614351272583, -1.47945237159729, 1.0972914695739746, -1.0714325904846191, 0.4482475817203522, 0.8855697512626648, -2.114061117172241, -0.8266035318374634]",[9.0],[15.3374605178833],8.841239971926353,,"43,42,15,39",true
"cuda:[""3eda1939e30b947e921f5e1814346365"", [1, 56, 56, 128], [6, 6, 32, 128], [1, 56, 56, 32]]#s0::1490_([3eda1939e30b947e921f5e1814346365,[1,56,56,128],[6,6,32,128],[1,56,56,32]],cuda)::r467",true,,,,"[-1.8205735683441162, -0.33507779240608215, -3.5804877281188965, -2.5540571212768555, 0.8405570387840271, -0.8281000852584839, -0.9947046637535095, -0.09790480136871338, 0.4012138247489929, -0.5232323408126831, -0.27593377232551575, -1.5409889221191406, 1.932973027229309, -2.1309409141540527, 2.3089816570281982, 2.4841504096984863, 2.5236759185791016, 1.5234512090682983, -1.7347688674926758, -0.20821702480316162, -1.2973405122756958, -3.4179487228393555, -0.5581550002098083, -0.6115632653236389, 0.9205122590065002, 0.8959478735923767, -3.2091116905212402, -0.5305399894714355, 1.7412856817245483, 0.7548980116844177, -1.9165970087051392, 0.13209086656570435, -0.5461106300354004, 1.1406267881393433, 1.3497116565704346, -0.5579061508178711, -1.614722728729248, -1.2735460996627808, 0.8891309499740601, 1.6689449548721313, 2.39772891998291, 0.8759667277336121, 3.0089757442474365, 1.9407700300216675, 1.7114273309707642, 2.3105340003967285, -1.0380648374557495, 1.998231053352356, 0.3667554259300232, -0.2904350161552429, 1.8078134059906006, -0.9731069803237915, -0.8024494051933289, -0.011836141347885132, 0.8039165735244751, 1.594192624092102, 1.0606614351272583, -1.47945237159729, 1.0972914695739746, -1.0714325904846191, 0.4482475817203522, 0.8855697512626648, -2.114061117172241, -0.8266035318374634]",[10.0],[15.812774658203125],8.839551328436919,,"43,42,15,39",true
"cuda:[""3eda1939e30b947e921f5e1814346365"", [1, 56, 56, 128], [6, 6, 32, 128], [1, 56, 56, 32]]#s0::1490_([3eda1939e30b947e921f5e1814346365,[1,56,56,128],[6,6,32,128],[1,56,56,32]],cuda)::r467",true,,,,"[-1.1191253662109375, -0.38942500948905945, -2.180604934692383, -2.5644044876098633, 1.538083553314209, 0.46414652466773987, 0.04667896032333374, -1.2607766389846802, 0.3345039188861847, -0.26621320843696594, 0.0030080676078796387, -1.1787022352218628, 1.200430989265442, -1.206265926361084, 2.22680926322937, 2.438194990158081, 2.7924082279205322, 1.9785003662109375, -0.830000638961792, -0.6917093396186829, -0.35129809379577637, -1.1982775926589966, -1.138411521911621, -0.3759392499923706, 1.4070191383361816, 0.3364129066467285, -1.8806676864624023, -0.5423062443733215, 1.4554942846298218, 1.1377168893814087, -1.4785596132278442, 0.46953094005584717, -0.5881295204162598, 1.072441577911377, 1.389202356338501, 0.6744537353515625, -3.2503066062927246, -1.346366286277771, 0.9568750262260437, 2.066257953643799, 2.0439767837524414, 0.8967426419258118, 3.144569158554077, 2.0311591625213623, 1.9668344259262085, 2.4236092567443848, -0.7240504622459412, 2.048499584197998, 1.0725347995758057, -1.553147554397583, 1.7290726900100708, -0.6934778690338135, -0.8750182390213013, 0.25047749280929565, 0.6448284387588501, 1.234292984008789, 0.8967378735542297, -1.05907142162323, -0.4005768895149231, -1.1563783884048462, 0.14192938804626465, 1.3590656518936157, -2.2896409034729004, -0.7674394845962524]",[0.0],[10.248412132263184],9.715349991582443,10.513648669041254,"43,42,15,39",true
"cuda:[""3eda1939e30b947e921f5e1814346365"", [1, 56, 56, 128], [6, 6, 32, 128], [1, 56, 56, 32]]#s0::1490_([3eda1939e30b947e921f5e1814346365,[1,56,56,128],[6,6,32,128],[1,56,56,32]],cuda)::r467",true,,,,"[-1.1191253662109375, -0.38942500948905945, -2.180604934692383, -2.5644044876098633, 1.538083553314209, 0.46414652466773987, 0.04667896032333374, -1.2607766389846802, 0.3345039188861847, -0.26621320843696594, 0.0030080676078796387, -1.1787022352218628, 1.200430989265442, -1.206265926361084, 2.22680926322937, 2.438194990158081, 2.7924082279205322, 1.9785003662109375, -0.830000638961792, -0.6917093396186829, -0.35129809379577637, -1.1982775926589966, -1.138411521911621, -0.3759392499923706, 1.4070191383361816, 0.3364129066467285, -1.8806676864624023, -0.5423062443733215, 1.4554942846298218, 1.1377168893814087, -1.4785596132278442, 0.46953094005584717, -0.5881295204162598, 1.072441577911377, 1.389202356338501, 0.6744537353515625, -3.2503066062927246, -1.346366286277771, 0.9568750262260437, 2.066257953643799, 2.0439767837524414, 0.8967426419258118, 3.144569158554077, 2.0311591625213623, 1.9668344259262085, 2.4236092567443848, -0.7240504622459412, 2.048499584197998, 1.0725347995758057, -1.553147554397583, 1.7290726900100708, -0.6934778690338135, -0.8750182390213013, 0.25047749280929565, 0.6448284387588501, 1.234292984008789, 0.8967378735542297, -1.05907142162323, -0.4005768895149231, -1.1563783884048462, 0.14192938804626465, 1.3590656518936157, -2.2896409034729004, -0.7674394845962524]",[1.0],[10.723726272583008],9.777456357885871,,"43,42,15,39",true
"cuda:[""3eda1939e30b947e921f5e1814346365"", [1, 56, 56, 128], [6, 6, 32, 128], [1, 56, 56, 32]]#s0::1490_([3eda1939e30b947e921f5e1814346365,[1,56,56,128],[6,6,32,128],[1,56,56,32]],cuda)::r467",true,,,,"[-1.1191253662109375, -0.38942500948905945, -2.180604934692383, -2.5644044876098633, 1.538083553314209, 0.46414652466773987, 0.04667896032333374, -1.2607766389846802, 0.3345039188861847, -0.26621320843696594, 0.0030080676078796387, -1.1787022352218628, 1.200430989265442, -1.206265926361084, 2.22680926322937, 2.438194990158081, 2.7924082279205322, 1.9785003662109375, -0.830000638961792, -0.6917093396186829, -0.35129809379577637, -1.1982775926589966, -1.138411521911621, -0.3759392499923706, 1.4070191383361816, 0.3364129066467285, -1.8806676864624023, -0.5423062443733215, 1.4554942846298218, 1.1377168893814087, -1.4785596132278442, 0.46953094005584717, -0.5881295204162598, 1.072441577911377, 1.389202356338501, 0.6744537353515625, -3.2503066062927246, -1.346366286277771, 0.9568750262260437, 2.066257953643799, 2.0439767837524414, 0.8967426419258118, 3.144569158554077, 2.0311591625213623, 1.9668344259262085, 2.4236092567443848, -0.7240504622459412, 2.048499584197998, 1.0725347995758057, -1.553147554397583, 1.7290726900100708, -0.6934778690338135, -0.8750182390213013, 0.25047749280929565, 0.6448284387588501, 1.234292984008789, 0.8967378735542297, -1.05907142162323, -0.4005768895149231, -1.1563783884048462, 0.14192938804626465, 1.3590656518936157, -2.2896409034729004, -0.7674394845962524]",[2.0],[11.199039459228516],9.10872831941494,,"43,42,15,39",true
"cuda:[""3eda1939e30b947e921f5e1814346365"", [1, 56, 56, 128], [6, 6, 32, 128], [1, 56, 56, 32]]#s0::1490_([3eda1939e30b947e921f5e1814346365,[1,56,56,128],[6,6,32,128],[1,56,56,32]],cuda)::r467",true,,,,"[-1.1191253662109375, -0.38942500948905945, -2.180604934692383, -2.5644044876098633, 1.538083553314209, 0.46414652466773987, 0.04667896032333374, -1.2607766389846802, 0.3345039188861847, -0.26621320843696594, 0.0030080676078796387, -1.1787022352218628, 1.200430989265442, -1.206265926361084, 2.22680926322937, 2.438194990158081, 2.7924082279205322, 1.9785003662109375, -0.830000638961792, -0.6917093396186829, -0.35129809379577637, -1.1982775926589966, -1.138411521911621, -0.3759392499923706, 1.4070191383361816, 0.3364129066467285, -1.8806676864624023, -0.5423062443733215, 1.4554942846298218, 1.1377168893814087, -1.4785596132278442, 0.46953094005584717, -0.5881295204162598, 1.072441577911377, 1.389202356338501, 0.6744537353515625, -3.2503066062927246, -1.346366286277771, 0.9568750262260437, 2.066257953643799, 2.0439767837524414, 0.8967426419258118, 3.144569158554077, 2.0311591625213623, 1.9668344259262085, 2.4236092567443848, -0.7240504622459412, 2.048499584197998, 1.0725347995758057, -1.553147554397583, 1.7290726900100708, -0.6934778690338135, -0.8750182390213013, 0.25047749280929565, 0.6448284387588501, 1.234292984008789, 0.8967378735542297, -1.05907142162323, -0.4005768895149231, -1.1563783884048462, 0.14192938804626465, 1.3590656518936157, -2.2896409034729004, -0.7674394845962524]",[3.0],[11.67435359954834],9.732211070065466,,"43,42,15,39",true
"cuda:[""3eda1939e30b947e921f5e1814346365"", [1, 56, 56, 128], [6, 6, 32, 128], [1, 56, 56, 32]]#s0::1490_([3eda1939e30b947e921f5e1814346365,[1,56,56,128],[6,6,32,128],[1,56,56,32]],cuda)::r467",true,,,,"[-1.1191253662109375, -0.38942500948905945, -2.180604934692383, -2.5644044876098633, 1.538083553314209, 0.46414652466773987, 0.04667896032333374, -1.2607766389846802, 0.3345039188861847, -0.26621320843696594, 0.0030080676078796387, -1.1787022352218628, 1.200430989265442, -1.206265926361084, 2.22680926322937, 2.438194990158081, 2.7924082279205322, 1.9785003662109375, -0.830000638961792, -0.6917093396186829, -0.35129809379577637, -1.1982775926589966, -1.138411521911621, -0.3759392499923706, 1.4070191383361816, 0.3364129066467285, -1.8806676864624023, -0.5423062443733215, 1.4554942846298218, 1.1377168893814087, -1.4785596132278442, 0.46953094005584717, -0.5881295204162598, 1.072441577911377, 1.389202356338501, 0.6744537353515625, -3.2503066062927246, -1.346366286277771, 0.9568750262260437, 2.066257953643799, 2.0439767837524414, 0.8967426419258118, 3.144569158554077, 2.0311591625213623, 1.9668344259262085, 2.4236092567443848, -0.7240504622459412, 2.048499584197998, 1.0725347995758057, -1.553147554397583, 1.7290726900100708, -0.6934778690338135, -0.8750182390213013, 0.25047749280929565, 0.6448284387588501, 1.234292984008789, 0.8967378735542297, -1.05907142162323, -0.4005768895149231, -1.1563783884048462, 0.14192938804626465, 1.3590656518936157, -2.2896409034729004, -0.7674394845962524]",[4.0],[12.149667739868164],9.7438247515601,,"43,42,15,39",true
"cuda:[""3eda1939e30b947e921f5e1814346365"", [1, 56, 56, 128], [6, 6, 32, 128], [1, 56, 56, 32]]#s0::1490_([3eda1939e30b947e921f5e1814346365,[1,56,56,128],[6,6,32,128],[1,56,56,32]],cuda)::r467",true,,,,"[-1.1191253662109375, -0.38942500948905945, -2.180604934692383, -2.5644044876098633, 1.538083553314209, 0.46414652466773987, 0.04667896032333374, -1.2607766389846802, 0.3345039188861847, -0.26621320843696594, 0.0030080676078796387, -1.1787022352218628, 1.200430989265442, -1.206265926361084, 2.22680926322937, 2.438194990158081, 2.7924082279205322, 1.9785003662109375, -0.830000638961792, -0.6917093396186829, -0.35129809379577637, -1.1982775926589966, -1.138411521911621, -0.3759392499923706, 1.4070191383361816, 0.3364129066467285, -1.8806676864624023, -0.5423062443733215, 1.4554942846298218, 1.1377168893814087, -1.4785596132278442, 0.46953094005584717, -0.5881295204162598, 1.072441577911377, 1.389202356338501, 0.6744537353515625, -3.2503066062927246, -1.346366286277771, 0.9568750262260437, 2.066257953643799, 2.0439767837524414, 0.8967426419258118, 3.144569158554077, 2.0311591625213623, 1.9668344259262085, 2.4236092567443848, -0.7240504622459412, 2.048499584197998, 1.0725347995758057, -1.553147554397583, 1.7290726900100708, -0.6934778690338135, -0.8750182390213013, 0.25047749280929565, 0.6448284387588501, 1.234292984008789, 0.8967378735542297, -1.05907142162323, -0.4005768895149231, -1.1563783884048462, 0.14192938804626465, 1.3590656518936157, -2.2896409034729004, -0.7674394845962524]",[5.0],[12.624980926513672],9.708840537905878,,"43,42,15,39",true
"cuda:[""3eda1939e30b947e921f5e1814346365"", [1, 56, 56, 128], [6, 6, 32, 128], [1, 56, 56, 32]]#s0::1490_([3eda1939e30b947e921f5e1814346365,[1,56,56,128],[6,6,32,128],[1,56,56,32]],cuda)::r467",true,,,,"[-1.1191253662109375, -0.38942500948905945, -2.180604934692383, -2.5644044876098633, 1.538083553314209, 0.46414652466773987, 0.04667896032333374, -1.2607766389846802, 0.3345039188861847, -0.26621320843696594, 0.0030080676078796387, -1.1787022352218628, 1.200430989265442, -1.206265926361084, 2.22680926322937, 2.438194990158081, 2.7924082279205322, 1.9785003662109375, -0.830000638961792, -0.6917093396186829, -0.35129809379577637, -1.1982775926589966, -1.138411521911621, -0.3759392499923706, 1.4070191383361816, 0.3364129066467285, -1.8806676864624023, -0.5423062443733215, 1.4554942846298218, 1.1377168893814087, -1.4785596132278442, 0.46953094005584717, -0.5881295204162598, 1.072441577911377, 1.389202356338501, 0.6744537353515625, -3.2503066062927246, -1.346366286277771, 0.9568750262260437, 2.066257953643799, 2.0439767837524414, 0.8967426419258118, 3.144569158554077, 2.0311591625213623, 1.9668344259262085, 2.4236092567443848, -0.7240504622459412, 2.048499584197998, 1.0725347995758057, -1.553147554397583, 1.7290726900100708, -0.6934778690338135, -0.8750182390213013, 0.25047749280929565, 0.6448284387588501, 1.234292984008789, 0.8967378735542297, -1.05907142162323, -0.4005768895149231, -1.1563783884048462, 0.14192938804626465, 1.3590656518936157, -2.2896409034729004, -0.7674394845962524]",[6.0],[13.100296020507812],9.3169380171578,,"43,42,15,39",true
